상호명,상권업종중분류명,시도명,시군구명,행정동명,경도,위도
서울기념품상회,장식품 소매,전북특별자치도,정읍시,내장상동,126.927052030743,35.494214404925
간이역아중리롯데역점,주점,전북특별자치도,전주시 덕진구,우아2동,127.169179631174,35.8328020098241
여산건축인테리어,전문 디자인,전북특별자치도,익산시,삼성동,126.989701124845,35.964548059093
설단란주점,주점,전북특별자치도,익산시,남중동,126.957446759574,35.9536720038378
대성이엔지,기술 서비스,전북특별자치도,전주시 덕진구,호성동,127.145622557474,35.8662874648992
태영조명,기타 생활용품 소매,전북특별자치도,전주시 덕진구,진북동,127.141969773393,35.8296197392281
리브가쥬얼리,시계·귀금속 소매,전북특별자치도,전주시 덕진구,송천1동,127.124573732775,35.8730795421147
피닉스시스템,컴퓨터 수리,전북특별자치도,전주시 완산구,효자2동,127.123338112547,35.8045311815874
맨하탄모텔,일반 숙박,전북특별자치도,익산시,모현동,126.940595345561,35.9429220485999
회선생,한식,전북특별자치도,전주시 완산구,중화산2동,127.120698853301,35.8151236857526
라움무인호텔,일반 숙박,전북특별자치도,부안군,진서면,126.611890804486,35.5915470774859
그린모텔,일반 숙박,전북특별자치도,정읍시,연지동,126.845812898239,35.5766792245214
그린,종합 소매,전북특별자치도,전주시 완산구,효자5동,127.103327036429,35.8325792501612
대흥유리상회,기타 생활용품 소매,전북특별자치도,전주시 완산구,중앙동,127.141565193657,35.8261503700589
리뉴디자인,전문 디자인,전북특별자치도,익산시,삼성동,126.997317319698,35.9607993151131
신발나라,섬유·의복·신발 소매,전북특별자치도,부안군,부안읍,126.736308148488,35.7274362972122
해궁수산,식료품 소매,전북특별자치도,군산시,소룡동,126.676911296705,35.9698544459731
에스클리너,청소·방제,전북특별자치도,전주시 덕진구,송천1동,127.12267110634,35.8599862908778
카페마실,비알코올 ,전북특별자치도,군산시,회현면,126.756556022448,35.9126785233714
대한부동산투자법인,부동산 서비스,전북특별자치도,전주시 완산구,평화2동,127.134891551395,35.786637701541
쿠리아트샵,장식품 소매,전북특별자치도,전주시 완산구,중화산2동,127.118574237947,35.8150536993282
세원,인쇄·제품제작,전북특별자치도,고창군,고수면,126.682673914669,35.4210383604464
시민주유소,연료 소매,전북특별자치도,김제시,검산동,126.898662340859,35.8086524825782
한근갈비,한식,전북특별자치도,정읍시,수성동,126.857003498066,35.5807037866054
도쿄노래연습장,유원지·오락,전북특별자치도,익산시,삼성동,126.989258106762,35.9614387445005
삼방로769,한식,전북특별자치도,무주군,무주읍,127.612552242377,35.9789097572068
지에스25익산인북로점,종합 소매,전북특별자치도,익산시,남중동,126.955102953218,35.9428923018484
전주소머리곰탕,한식,전북특별자치도,전주시 완산구,삼천2동,127.11870712883,35.7928194184675
에스디건축사사무소,기술 서비스,전북특별자치도,전주시 완산구,서신동,127.115118143832,35.827773838212
이층떡볶이,기타 간이,전북특별자치도,진안군,진안읍,127.426583601086,35.7924367556953
한우통큰소곱창,한식,전북특별자치도,정읍시,수성동,126.857199688494,35.5820559628124
퍼니골프,오락용품 소매,전북특별자치도,전주시 완산구,삼천2동,127.122956248304,35.7936533242422
숲,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,삼천2동,127.117054443029,35.7973363713475
남원자동차유리,자동차 부품 소매,전북특별자치도,남원시,향교동,127.389077992682,35.4174035191305
우리슈퍼,종합 소매,전북특별자치도,완주군,봉동읍,127.18060627571,35.9519935294367
슈에뜨,일반 숙박,전북특별자치도,부안군,변산면,126.462650641359,35.6364886767354
합동밋션상사,모터사이클 소매,전북특별자치도,익산시,춘포면,127.030096001438,35.8996551618139
갯마을해물손칼국수,한식,전북특별자치도,익산시,남중동,126.955918391331,35.9513552632521
150스튜디오,전문 디자인,전북특별자치도,군산시,수송동,126.710919487314,35.9683820552744
팜쉴드(지점),청소·방제,전북특별자치도,김제시,금구면,126.968419866853,35.8154685353986
쉴만한물가,비알코올 ,전북특별자치도,군산시,나운1동,126.703896128223,35.9698880171948
정성쌀롱,이용·미용,전북특별자치도,전주시 완산구,효자5동,127.098443255704,35.8212094559834
변사또,한식,전북특별자치도,익산시,동산동,126.96094001733,35.9277895029357
여명식당,한식,전북특별자치도,부안군,위도면,126.289091147448,35.6085153111796
리얼,기타 상품 소매,전북특별자치도,전주시 덕진구,인후3동,127.167232694718,35.822710639741
금오호텔,욕탕·신체관리,전북특별자치도,정읍시,수성동,126.854478885106,35.567451702124
허브,욕탕·신체관리,전북특별자치도,군산시,흥남동,126.723913477133,35.977749444098
오혜숙생활단식군산지사,식료품 소매,전북특별자치도,군산시,개정동,126.747260668208,35.968473109985
민속민박,일반 숙박,전북특별자치도,부안군,위도면,126.26178331624,35.5716783844927
빛디자인,광고,전북특별자치도,완주군,삼례읍,127.074837390445,35.9132264295889
형제이용원,이용·미용,전북특별자치도,부안군,부안읍,126.740254865203,35.7237857166082
은광의료재단샘고을요양병원,병원,전북특별자치도,정읍시,장명동,126.865750566373,35.5686544939142
그레인뱅크,비알코올 ,전북특별자치도,김제시,신풍동,126.90277410588,35.7938931860372
씨인테리어,전문 디자인,전북특별자치도,전주시 덕진구,인후1동,127.152120575453,35.8365740439125
클로엔의원,의원,전북특별자치도,완주군,이서면,127.057279169231,35.8386664731952
산애들애펜션Ⅰ,일반 숙박,전북특별자치도,정읍시,산내면,127.08800855139,35.5299321574568
원천슈퍼,종합 소매,전북특별자치도,임실군,신평면,127.22366633524,35.6552709099261
씨티공인중개사사무소,부동산 서비스,전북특별자치도,전주시 완산구,서신동,127.11427665254,35.835210024355
기린봉공인중개사강연수사무소,부동산 서비스,전북특별자치도,전주시 덕진구,인후2동,127.144539163881,35.8428200993371
윈썸핏,스포츠 서비스,전북특별자치도,전주시 덕진구,여의동,127.073981390004,35.83861228916
장수믿음약초,식료품 소매,전북특별자치도,전주시 덕진구,진북동,127.144486410768,35.8320411251179
피부사랑,이용·미용,전북특별자치도,군산시,수송동,126.704687152013,35.9569392117309
한종건강원,식료품 소매,전북특별자치도,진안군,진안읍,127.429579918982,35.7921647236746
두성타일,철물·건설자재 소매,전북특별자치도,정읍시,시기동,126.856328556111,35.5632538712641
세탁이야기,세탁,전북특별자치도,전주시 덕진구,송천1동,127.130614323737,35.8630511941235
군산구암풋볼스포츠클럽,기타 교육,전북특별자치도,군산시,경암동,126.73198626481,35.9807688561503
영헤어,이용·미용,전북특별자치도,전주시 완산구,평화2동,127.132841623682,35.791119269438
평안한약국,의약·화장품 소매,전북특별자치도,전주시 완산구,중앙동,127.13424847081,35.825176392334
건강일등약국,의약·화장품 소매,전북특별자치도,군산시,수송동,126.711841151845,35.9557669690837
인쇄공방토기장이,사무 지원,전북특별자치도,군산시,나운3동,126.685411990575,35.9481933015843
금마트,종합 소매,전북특별자치도,군산시,수송동,126.71275336551,35.9609873151424
산마루,한식,전북특별자치도,부안군,변산면,126.473821885898,35.6215677783704
월드낚시프라자,오락용품 소매,전북특별자치도,전주시 덕진구,우아2동,127.168909684657,35.8359838283129
전주린넨,세탁,전북특별자치도,완주군,소양면,127.254683069852,35.85898588378
덕유카센터,자동차 수리·세차,전북특별자치도,무주군,안성면,127.656243828584,35.8696393350884
코오롱열쇠,철물·건설자재 소매,전북특별자치도,전주시 완산구,평화2동,127.133189201952,35.7939128039972
플러스공인중개사사무소,부동산 서비스,전북특별자치도,군산시,흥남동,126.723393725855,35.9805330590068
와이앤씨,의약·화장품 소매,전북특별자치도,전주시 완산구,효자5동,127.106471344837,35.8168405122279
해오름당구장,스포츠 서비스,전북특별자치도,장수군,장수읍,127.517617123309,35.6479852335582
라벤더스킨엔바디,이용·미용,전북특별자치도,전주시 완산구,효자5동,127.103927515257,35.8262609070298
행복설비,청소·방제,전북특별자치도,전주시 덕진구,금암동,127.137227875843,35.8394850076844
청일반점,중식,전북특별자치도,전주시 덕진구,금암동,127.132315271789,35.8339207449733
불타닭족발,한식,전북특별자치도,익산시,인화동,126.960515727925,35.9342602967668
153라면.냉면,장식품 소매,전북특별자치도,순창군,순창읍,127.145425015139,35.3733902628751
컬리수모이몰른,섬유·의복·신발 소매,전북특별자치도,정읍시,수성동,126.854767951251,35.5661992466178
레드헤어모드,이용·미용,전북특별자치도,익산시,중앙동,126.947027145259,35.9374004417412
Ann주얼리앤,시계·귀금속 소매,전북특별자치도,전주시 완산구,서신동,127.121216234125,35.8351942129302
법무법인호림,법무관련 ,전북특별자치도,전주시 덕진구,여의동,127.074185799204,35.8441729213326
최강수학전문학원,일반 교육,전북특별자치도,장수군,장수읍,127.52022995584,35.6473520965939
하늘정원,비알코올 ,전북특별자치도,익산시,팔봉동,127.017185004509,35.972559280877
선영양품,섬유·의복·신발 소매,전북특별자치도,군산시,중앙동,126.720324097551,35.9831665563573
별헤는밤2,기타 숙박,전북특별자치도,남원시,산내면,127.551288156686,35.3501830521644
수선박사김금매,기타 가정용품 수리,전북특별자치도,정읍시,내장상동,126.867759717771,35.5610407434084
뷰티플랜,이용·미용,전북특별자치도,남원시,죽항동,127.382652251615,35.4066803702114
모악,장례식장 ,전북특별자치도,전주시 완산구,삼천3동,127.074699578978,35.7663665832327
진헤어샵,이용·미용,전북특별자치도,익산시,마동,126.96265922821,35.9477796216471
페르마익산캠퍼스학원,일반 교육,전북특별자치도,익산시,영등1동,126.971069318612,35.9543339662543
비엔나헤어비스,이용·미용,전북특별자치도,김제시,요촌동,126.882651923418,35.8014188081188
부일관,중식,전북특별자치도,남원시,운봉읍,127.53119803964,35.437177506409
